pid;best;worst;avg;avgConflicts
0;89.0;115.0;102.2;0
1;89.0;109.0;93.6;0
2;89.0;93.0;89.8;0
3;89.0;89.0;89.0;0
4;89.0;89.0;89.0;0
5;89.0;89.0;89.0;0
6;89.0;89.0;89.0;2
7;89.0;89.0;89.0;3
8;89.0;89.0;89.0;2
9;89.0;89.0;89.0;2
10;89.0;89.0;89.0;2
11;89.0;89.0;89.0;2
12;89.0;89.0;89.0;2
13;89.0;89.0;89.0;2
14;89.0;89.0;89.0;2
15;89.0;89.0;89.0;2
16;89.0;89.0;89.0;2
17;89.0;89.0;89.0;2
18;89.0;89.0;89.0;2
19;89.0;89.0;89.0;2
20;89.0;89.0;89.0;2
21;89.0;89.0;89.0;2
22;89.0;89.0;89.0;2
23;89.0;89.0;89.0;2
24;89.0;89.0;89.0;2
25;89.0;89.0;89.0;3
26;89.0;89.0;89.0;3
27;89.0;89.0;89.0;3
28;89.0;89.0;89.0;4
29;89.0;89.0;89.0;4
30;89.0;89.0;89.0;4
31;89.0;89.0;89.0;4
32;89.0;89.0;89.0;4
33;89.0;89.0;89.0;4
34;89.0;89.0;89.0;4
35;89.0;89.0;89.0;4
36;89.0;89.0;89.0;4
37;89.0;89.0;89.0;4
38;89.0;89.0;89.0;4
39;89.0;89.0;89.0;5
40;89.0;89.0;89.0;5
41;89.0;89.0;89.0;5
42;89.0;89.0;89.0;5
43;89.0;89.0;89.0;5
44;89.0;89.0;89.0;5
45;89.0;89.0;89.0;5
46;89.0;89.0;89.0;5
47;89.0;89.0;89.0;5
48;89.0;89.0;89.0;5
49;89.0;89.0;89.0;5
50;89.0;89.0;89.0;5
51;89.0;89.0;89.0;5
52;89.0;89.0;89.0;5
53;89.0;89.0;89.0;5
54;89.0;89.0;89.0;5
55;89.0;89.0;89.0;5
56;89.0;89.0;89.0;5
57;89.0;89.0;89.0;5
58;89.0;89.0;89.0;5
59;89.0;89.0;89.0;5
60;89.0;89.0;89.0;5
61;89.0;89.0;89.0;5
62;89.0;89.0;89.0;5
63;89.0;89.0;89.0;5
64;89.0;89.0;89.0;5
65;89.0;89.0;89.0;5
66;89.0;89.0;89.0;5
67;89.0;89.0;89.0;5
68;89.0;89.0;89.0;5
69;89.0;89.0;89.0;5
70;89.0;89.0;89.0;4
71;89.0;89.0;89.0;4
72;89.0;89.0;89.0;4
73;89.0;89.0;89.0;4
74;89.0;89.0;89.0;4
75;89.0;89.0;89.0;4
76;89.0;89.0;89.0;4
77;89.0;89.0;89.0;4
78;89.0;89.0;89.0;4
79;89.0;89.0;89.0;4
80;89.0;89.0;89.0;4
81;89.0;89.0;89.0;4
82;89.0;89.0;89.0;4
83;89.0;89.0;89.0;4
84;89.0;89.0;89.0;4
85;89.0;89.0;89.0;4
86;89.0;89.0;89.0;4
87;89.0;89.0;89.0;3
88;89.0;89.0;89.0;3
89;89.0;89.0;89.0;3
90;89.0;89.0;89.0;3
91;89.0;89.0;89.0;3
92;89.0;89.0;89.0;3
93;89.0;89.0;89.0;3
94;89.0;89.0;89.0;3
95;89.0;89.0;89.0;3
96;89.0;89.0;89.0;3
97;89.0;89.0;89.0;3
98;89.0;89.0;89.0;3
99;89.0;89.0;89.0;3
100;89.0;89.0;89.0;3
