pid;best;worst;avg;avgConflicts
0;73.0;89.0;80.63;0
1;73.0;80.0;74.3;0
2;73.0;74.0;73.27;1
3;73.0;73.0;73.0;1
4;73.0;73.0;73.0;0
5;73.0;73.0;73.0;0
6;73.0;73.0;73.0;0
7;73.0;73.0;73.0;0
8;73.0;73.0;73.0;0
9;73.0;73.0;73.0;0
10;73.0;73.0;73.0;0
11;73.0;73.0;73.0;0
12;73.0;73.0;73.0;0
13;73.0;73.0;73.0;0
14;73.0;73.0;73.0;0
15;73.0;73.0;73.0;0
16;73.0;73.0;73.0;0
17;73.0;73.0;73.0;0
18;73.0;73.0;73.0;0
19;73.0;73.0;73.0;0
20;73.0;73.0;73.0;0
21;73.0;73.0;73.0;0
22;73.0;73.0;73.0;0
23;73.0;73.0;73.0;0
24;73.0;73.0;73.0;0
25;73.0;73.0;73.0;0
26;73.0;73.0;73.0;0
27;73.0;73.0;73.0;3
28;73.0;73.0;73.0;3
29;73.0;73.0;73.0;3
30;73.0;73.0;73.0;6
31;73.0;73.0;73.0;6
32;73.0;73.0;73.0;6
33;73.0;73.0;73.0;6
34;73.0;73.0;73.0;6
35;73.0;73.0;73.0;6
36;73.0;73.0;73.0;6
37;73.0;73.0;73.0;6
38;73.0;73.0;73.0;7
39;73.0;73.0;73.0;7
40;73.0;73.0;73.0;7
41;73.0;73.0;73.0;7
42;73.0;73.0;73.0;7
43;73.0;73.0;73.0;6
44;73.0;73.0;73.0;6
45;73.0;73.0;73.0;6
46;73.0;73.0;73.0;6
47;73.0;73.0;73.0;6
48;73.0;73.0;73.0;5
49;73.0;73.0;73.0;5
50;73.0;73.0;73.0;5
51;73.0;73.0;73.0;5
52;73.0;73.0;73.0;5
53;73.0;73.0;73.0;4
54;73.0;73.0;73.0;4
55;73.0;73.0;73.0;4
56;73.0;73.0;73.0;4
57;73.0;73.0;73.0;4
58;73.0;73.0;73.0;4
59;73.0;73.0;73.0;3
60;73.0;73.0;73.0;3
61;73.0;73.0;73.0;3
62;73.0;73.0;73.0;3
63;73.0;73.0;73.0;3
64;73.0;73.0;73.0;3
65;73.0;73.0;73.0;3
66;73.0;73.0;73.0;3
67;73.0;73.0;73.0;3
68;73.0;73.0;73.0;3
69;73.0;73.0;73.0;3
70;73.0;73.0;73.0;3
71;73.0;73.0;73.0;3
72;73.0;73.0;73.0;3
73;73.0;73.0;73.0;3
74;73.0;73.0;73.0;3
75;73.0;73.0;73.0;3
76;73.0;73.0;73.0;3
77;73.0;73.0;73.0;3
78;73.0;73.0;73.0;3
79;73.0;73.0;73.0;5
80;73.0;73.0;73.0;5
81;73.0;73.0;73.0;5
82;73.0;73.0;73.0;5
83;73.0;73.0;73.0;5
84;73.0;73.0;73.0;5
85;73.0;73.0;73.0;5
86;73.0;73.0;73.0;5
87;73.0;73.0;73.0;5
88;73.0;73.0;73.0;5
89;73.0;73.0;73.0;5
90;73.0;73.0;73.0;5
91;73.0;73.0;73.0;5
92;73.0;73.0;73.0;5
93;73.0;73.0;73.0;5
94;73.0;73.0;73.0;5
95;73.0;73.0;73.0;5
96;73.0;73.0;73.0;5
97;73.0;73.0;73.0;5
98;73.0;73.0;73.0;5
99;73.0;73.0;73.0;5
100;73.0;73.0;73.0;5
