pid;best;worst;avg;makespan
1;54.0;67.0;60.87;0.49
2;54.0;61.0;56.2;0.49
3;54.0;59.0;54.17;0.49
4;54.0;54.0;54.0;0.49
5;54.0;54.0;54.0;0.49
6;54.0;54.0;54.0;0.49
7;54.0;54.0;54.0;0.49
8;54.0;54.0;54.0;0.49
9;54.0;54.0;54.0;0.49
10;54.0;54.0;54.0;0.49
11;54.0;54.0;54.0;0.49
12;54.0;54.0;54.0;0.49
13;54.0;54.0;54.0;0.49
14;54.0;54.0;54.0;0.49
15;54.0;54.0;54.0;0.49
16;54.0;54.0;54.0;0.49
17;54.0;54.0;54.0;0.49
18;54.0;54.0;54.0;0.49
19;54.0;54.0;54.0;0.49
20;54.0;54.0;54.0;0.49
21;54.0;54.0;54.0;0.49
22;54.0;54.0;54.0;0.49
23;54.0;54.0;54.0;0.49
24;54.0;54.0;54.0;0.49
25;54.0;54.0;54.0;0.49
26;54.0;54.0;54.0;0.49
27;54.0;54.0;54.0;0.49
28;54.0;54.0;54.0;0.49
29;54.0;54.0;54.0;0.49
30;54.0;54.0;54.0;0.49
31;54.0;54.0;54.0;0.49
32;54.0;54.0;54.0;0.49
33;54.0;54.0;54.0;0.49
34;54.0;54.0;54.0;0.49
35;54.0;54.0;54.0;0.49
36;54.0;54.0;54.0;0.49
37;54.0;54.0;54.0;0.49
38;54.0;54.0;54.0;0.49
39;54.0;54.0;54.0;0.49
40;54.0;54.0;54.0;0.49
41;54.0;54.0;54.0;0.49
42;54.0;54.0;54.0;0.49
43;54.0;54.0;54.0;0.49
44;54.0;54.0;54.0;0.49
45;54.0;54.0;54.0;0.49
46;54.0;54.0;54.0;0.49
47;54.0;54.0;54.0;0.49
48;54.0;54.0;54.0;0.49
49;54.0;54.0;54.0;0.49
50;54.0;54.0;54.0;0.49
51;54.0;54.0;54.0;0.49
52;54.0;54.0;54.0;0.49
53;54.0;54.0;54.0;0.49
54;54.0;54.0;54.0;0.49
55;54.0;54.0;54.0;0.49
56;54.0;54.0;54.0;0.49
57;54.0;54.0;54.0;0.49
58;54.0;54.0;54.0;0.49
59;54.0;54.0;54.0;0.49
60;54.0;54.0;54.0;0.49
61;54.0;54.0;54.0;0.49
62;54.0;54.0;54.0;0.49
63;54.0;54.0;54.0;0.49
64;54.0;54.0;54.0;0.49
65;54.0;54.0;54.0;0.49
66;54.0;54.0;54.0;0.49
67;54.0;54.0;54.0;0.49
68;54.0;54.0;54.0;0.49
69;54.0;54.0;54.0;0.49
70;54.0;54.0;54.0;0.49
71;54.0;54.0;54.0;0.49
72;54.0;54.0;54.0;0.49
73;54.0;54.0;54.0;0.49
74;54.0;54.0;54.0;0.49
75;54.0;54.0;54.0;0.49
76;54.0;54.0;54.0;0.49
77;54.0;54.0;54.0;0.49
78;54.0;54.0;54.0;0.49
79;54.0;54.0;54.0;0.49
80;54.0;54.0;54.0;0.49
81;54.0;54.0;54.0;0.49
82;54.0;54.0;54.0;0.49
83;54.0;54.0;54.0;0.49
84;54.0;54.0;54.0;0.49
85;54.0;54.0;54.0;0.49
86;54.0;54.0;54.0;0.49
87;54.0;54.0;54.0;0.49
88;54.0;54.0;54.0;0.49
89;54.0;54.0;54.0;0.49
90;54.0;54.0;54.0;0.49
91;54.0;54.0;54.0;0.49
92;54.0;54.0;54.0;0.49
93;54.0;54.0;54.0;0.49
94;54.0;54.0;54.0;0.49
95;54.0;54.0;54.0;0.49
96;54.0;54.0;54.0;0.49
97;54.0;54.0;54.0;0.49
98;54.0;54.0;54.0;0.49
99;54.0;54.0;54.0;0.49
100;54.0;54.0;54.0;0.49
