pid;best;worst;avg;avgConflicts
0;63.0;103.0;81.33;0
1;63.0;89.0;73.91;1
2;63.0;75.0;69.29;2
3;63.0;72.0;65.02;5
4;63.0;67.0;63.05;4
5;63.0;63.0;63.0;4
6;63.0;63.0;63.0;7
7;63.0;63.0;63.0;6
8;63.0;63.0;63.0;7
9;63.0;63.0;63.0;7
10;63.0;63.0;63.0;5
11;63.0;63.0;63.0;3
12;63.0;63.0;63.0;9
13;63.0;63.0;63.0;6
14;63.0;63.0;63.0;8
15;63.0;63.0;63.0;7
16;63.0;63.0;63.0;6
17;63.0;63.0;63.0;6
18;63.0;63.0;63.0;7
19;63.0;63.0;63.0;12
20;63.0;63.0;63.0;6
21;63.0;63.0;63.0;6
22;63.0;63.0;63.0;7
23;63.0;63.0;63.0;13
24;63.0;63.0;63.0;8
25;63.0;63.0;63.0;16
26;63.0;63.0;63.0;17
27;63.0;63.0;63.0;17
28;63.0;63.0;63.0;18
29;63.0;63.0;63.0;17
30;63.0;63.0;63.0;21
31;63.0;63.0;63.0;17
32;63.0;63.0;63.0;13
33;63.0;63.0;63.0;13
34;63.0;63.0;63.0;18
35;63.0;63.0;63.0;22
36;63.0;63.0;63.0;18
37;63.0;63.0;63.0;22
38;63.0;63.0;63.0;18
39;63.0;63.0;63.0;12
40;63.0;63.0;63.0;13
41;63.0;63.0;63.0;18
42;63.0;63.0;63.0;14
43;63.0;63.0;63.0;14
44;63.0;63.0;63.0;16
45;63.0;63.0;63.0;15
46;63.0;63.0;63.0;13
47;63.0;63.0;63.0;13
48;63.0;63.0;63.0;15
49;63.0;63.0;63.0;15
50;63.0;63.0;63.0;22
51;63.0;63.0;63.0;18
52;63.0;63.0;63.0;35
53;63.0;63.0;63.0;30
54;63.0;63.0;63.0;14
55;63.0;63.0;63.0;14
56;63.0;63.0;63.0;15
57;63.0;63.0;63.0;18
58;63.0;63.0;63.0;22
59;63.0;63.0;63.0;26
60;63.0;63.0;63.0;26
61;63.0;63.0;63.0;26
62;63.0;63.0;63.0;31
63;63.0;63.0;63.0;23
64;63.0;63.0;63.0;23
65;63.0;63.0;63.0;23
66;63.0;63.0;63.0;23
67;63.0;63.0;63.0;27
68;63.0;63.0;63.0;15
69;63.0;63.0;63.0;27
70;63.0;63.0;63.0;23
71;63.0;63.0;63.0;19
72;63.0;63.0;63.0;19
73;63.0;63.0;63.0;19
74;63.0;63.0;63.0;19
75;63.0;63.0;63.0;24
76;63.0;63.0;63.0;16
77;63.0;63.0;63.0;14
78;63.0;63.0;63.0;14
79;63.0;63.0;63.0;22
80;63.0;63.0;63.0;14
81;63.0;63.0;63.0;22
82;63.0;63.0;63.0;21
83;63.0;63.0;63.0;22
84;63.0;63.0;63.0;18
85;63.0;63.0;63.0;10
86;63.0;63.0;63.0;17
87;63.0;63.0;63.0;8
88;63.0;63.0;63.0;14
89;63.0;63.0;63.0;14
90;63.0;63.0;63.0;18
91;63.0;63.0;63.0;10
92;63.0;63.0;63.0;18
93;63.0;63.0;63.0;18
94;63.0;63.0;63.0;9
95;63.0;63.0;63.0;14
96;63.0;63.0;63.0;13
97;63.0;63.0;63.0;9
98;63.0;63.0;63.0;9
99;63.0;63.0;63.0;9
100;63.0;63.0;63.0;9
