pid;best;worst;avg;makespan
1;78.0;91.0;82.21;0.63
2;78.0;82.0;79.91;0.63
3;78.0;80.0;79.34;0.63
4;78.0;80.0;78.26;0.63
5;78.0;78.0;78.0;0.63
6;78.0;78.0;78.0;0.63
7;78.0;78.0;78.0;0.63
8;78.0;78.0;78.0;0.63
9;78.0;78.0;78.0;0.63
10;78.0;78.0;78.0;0.63
11;78.0;78.0;78.0;0.63
12;78.0;78.0;78.0;0.63
13;78.0;78.0;78.0;0.63
14;78.0;78.0;78.0;0.63
15;78.0;78.0;78.0;0.63
16;78.0;78.0;78.0;0.63
17;78.0;78.0;78.0;0.63
18;78.0;78.0;78.0;0.63
19;78.0;78.0;78.0;0.63
20;78.0;78.0;78.0;0.63
21;78.0;78.0;78.0;0.63
22;78.0;78.0;78.0;0.63
23;78.0;78.0;78.0;0.63
24;78.0;78.0;78.0;0.63
25;78.0;78.0;78.0;0.63
26;78.0;78.0;78.0;0.63
27;78.0;78.0;78.0;0.63
28;78.0;78.0;78.0;0.63
29;78.0;78.0;78.0;0.63
30;78.0;78.0;78.0;0.63
31;78.0;78.0;78.0;0.63
32;78.0;78.0;78.0;0.63
33;78.0;78.0;78.0;0.63
34;78.0;78.0;78.0;0.63
35;78.0;78.0;78.0;0.63
36;78.0;78.0;78.0;0.63
37;78.0;78.0;78.0;0.63
38;78.0;78.0;78.0;0.63
39;78.0;78.0;78.0;0.63
40;78.0;78.0;78.0;0.63
41;78.0;78.0;78.0;0.63
42;78.0;78.0;78.0;0.63
43;78.0;78.0;78.0;0.63
44;78.0;78.0;78.0;0.63
45;78.0;78.0;78.0;0.63
46;78.0;78.0;78.0;0.63
47;78.0;78.0;78.0;0.63
48;78.0;78.0;78.0;0.63
49;78.0;78.0;78.0;0.63
50;78.0;78.0;78.0;0.63
51;78.0;78.0;78.0;0.63
52;78.0;78.0;78.0;0.63
53;78.0;78.0;78.0;0.63
54;78.0;78.0;78.0;0.63
55;78.0;78.0;78.0;0.63
56;78.0;78.0;78.0;0.63
57;78.0;78.0;78.0;0.63
58;78.0;78.0;78.0;0.63
59;78.0;78.0;78.0;0.63
60;78.0;78.0;78.0;0.63
61;78.0;78.0;78.0;0.63
62;78.0;78.0;78.0;0.63
63;78.0;78.0;78.0;0.63
64;78.0;78.0;78.0;0.63
65;78.0;78.0;78.0;0.63
66;78.0;78.0;78.0;0.63
67;78.0;78.0;78.0;0.63
68;78.0;78.0;78.0;0.63
69;78.0;78.0;78.0;0.63
70;78.0;78.0;78.0;0.63
71;78.0;78.0;78.0;0.63
72;78.0;78.0;78.0;0.63
73;78.0;78.0;78.0;0.63
74;78.0;78.0;78.0;0.63
75;78.0;78.0;78.0;0.63
76;78.0;78.0;78.0;0.63
77;78.0;78.0;78.0;0.63
78;78.0;78.0;78.0;0.63
79;78.0;78.0;78.0;0.63
80;78.0;78.0;78.0;0.63
81;78.0;78.0;78.0;0.63
82;78.0;78.0;78.0;0.63
83;78.0;78.0;78.0;0.63
84;78.0;78.0;78.0;0.63
85;78.0;78.0;78.0;0.63
86;78.0;78.0;78.0;0.63
87;78.0;78.0;78.0;0.63
88;78.0;78.0;78.0;0.63
89;78.0;78.0;78.0;0.63
90;78.0;78.0;78.0;0.63
91;78.0;78.0;78.0;0.63
92;78.0;78.0;78.0;0.63
93;78.0;78.0;78.0;0.63
94;78.0;78.0;78.0;0.63
95;78.0;78.0;78.0;0.63
96;78.0;78.0;78.0;0.63
97;78.0;78.0;78.0;0.63
98;78.0;78.0;78.0;0.63
99;78.0;78.0;78.0;0.63
100;78.0;78.0;78.0;0.63
