pid;best;worst;avg;makespan
1;61.0;80.0;66.93;0.5
2;61.0;71.0;62.74;0.5
3;61.0;62.0;61.27;0.5
4;61.0;61.0;61.0;0.5
5;61.0;61.0;61.0;0.5
6;61.0;61.0;61.0;0.5
7;61.0;61.0;61.0;0.5
8;61.0;61.0;61.0;0.5
9;61.0;61.0;61.0;0.5
10;61.0;61.0;61.0;0.5
11;61.0;61.0;61.0;0.5
12;61.0;61.0;61.0;0.5
13;61.0;61.0;61.0;0.5
14;61.0;61.0;61.0;0.5
15;61.0;61.0;61.0;0.5
16;61.0;61.0;61.0;0.5
17;61.0;61.0;61.0;0.5
18;61.0;61.0;61.0;0.5
19;61.0;61.0;61.0;0.5
20;61.0;61.0;61.0;0.5
21;61.0;61.0;61.0;0.5
22;61.0;61.0;61.0;0.5
23;61.0;61.0;61.0;0.5
24;61.0;61.0;61.0;0.5
25;61.0;61.0;61.0;0.5
26;61.0;61.0;61.0;0.5
27;61.0;61.0;61.0;0.5
28;61.0;61.0;61.0;0.5
29;61.0;61.0;61.0;0.5
30;61.0;61.0;61.0;0.5
31;61.0;61.0;61.0;0.5
32;61.0;61.0;61.0;0.5
33;61.0;61.0;61.0;0.5
34;61.0;61.0;61.0;0.5
35;61.0;61.0;61.0;0.5
36;61.0;61.0;61.0;0.5
37;61.0;61.0;61.0;0.5
38;61.0;61.0;61.0;0.5
39;61.0;61.0;61.0;0.5
40;61.0;61.0;61.0;0.5
41;61.0;61.0;61.0;0.5
42;61.0;61.0;61.0;0.5
43;61.0;61.0;61.0;0.5
44;61.0;61.0;61.0;0.5
45;61.0;61.0;61.0;0.5
46;61.0;61.0;61.0;0.5
47;61.0;61.0;61.0;0.5
48;61.0;61.0;61.0;0.5
49;61.0;61.0;61.0;0.5
50;61.0;61.0;61.0;0.5
51;61.0;61.0;61.0;0.5
52;61.0;61.0;61.0;0.5
53;61.0;61.0;61.0;0.5
54;61.0;61.0;61.0;0.5
55;61.0;61.0;61.0;0.5
56;61.0;61.0;61.0;0.5
57;61.0;61.0;61.0;0.5
58;61.0;61.0;61.0;0.5
59;61.0;61.0;61.0;0.5
60;61.0;61.0;61.0;0.5
61;61.0;61.0;61.0;0.5
62;61.0;61.0;61.0;0.5
63;61.0;61.0;61.0;0.5
64;61.0;61.0;61.0;0.5
65;61.0;61.0;61.0;0.5
66;61.0;61.0;61.0;0.5
67;61.0;61.0;61.0;0.5
68;61.0;61.0;61.0;0.5
69;61.0;61.0;61.0;0.5
70;61.0;61.0;61.0;0.5
71;61.0;61.0;61.0;0.5
72;61.0;61.0;61.0;0.5
73;61.0;61.0;61.0;0.5
74;61.0;61.0;61.0;0.5
75;61.0;61.0;61.0;0.5
76;61.0;61.0;61.0;0.5
77;61.0;61.0;61.0;0.5
78;61.0;61.0;61.0;0.5
79;61.0;61.0;61.0;0.5
80;61.0;61.0;61.0;0.5
81;61.0;61.0;61.0;0.5
82;61.0;61.0;61.0;0.5
83;61.0;61.0;61.0;0.5
84;61.0;61.0;61.0;0.5
85;61.0;61.0;61.0;0.5
86;61.0;61.0;61.0;0.5
87;61.0;61.0;61.0;0.5
88;61.0;61.0;61.0;0.5
89;61.0;61.0;61.0;0.5
90;61.0;61.0;61.0;0.5
91;61.0;61.0;61.0;0.5
92;61.0;61.0;61.0;0.5
93;61.0;61.0;61.0;0.5
94;61.0;61.0;61.0;0.5
95;61.0;61.0;61.0;0.5
96;61.0;61.0;61.0;0.5
97;61.0;61.0;61.0;0.5
98;61.0;61.0;61.0;0.5
99;61.0;61.0;61.0;0.5
100;61.0;61.0;61.0;0.5
