pid;best;worst;avg;makespan
1;67.0;79.0;70.59;0.6
2;67.0;72.0;68.26;0.6
3;67.0;68.0;67.34;0.6
4;67.0;67.0;67.0;0.6
5;67.0;67.0;67.0;0.6
6;67.0;67.0;67.0;0.6
7;67.0;67.0;67.0;0.6
8;67.0;67.0;67.0;0.6
9;67.0;67.0;67.0;0.6
10;67.0;67.0;67.0;0.6
11;67.0;67.0;67.0;0.6
12;67.0;67.0;67.0;0.6
13;67.0;67.0;67.0;0.6
14;67.0;67.0;67.0;0.6
15;67.0;67.0;67.0;0.6
16;67.0;67.0;67.0;0.6
17;67.0;67.0;67.0;0.6
18;67.0;67.0;67.0;0.6
19;67.0;67.0;67.0;0.6
20;67.0;67.0;67.0;0.6
21;67.0;67.0;67.0;0.6
22;67.0;67.0;67.0;0.6
23;67.0;67.0;67.0;0.6
24;67.0;67.0;67.0;0.6
25;67.0;67.0;67.0;0.6
26;67.0;67.0;67.0;0.6
27;67.0;67.0;67.0;0.6
28;67.0;67.0;67.0;0.6
29;67.0;67.0;67.0;0.6
30;67.0;67.0;67.0;0.6
31;67.0;67.0;67.0;0.6
32;67.0;67.0;67.0;0.6
33;67.0;67.0;67.0;0.6
34;67.0;67.0;67.0;0.6
35;67.0;67.0;67.0;0.6
36;67.0;67.0;67.0;0.6
37;67.0;67.0;67.0;0.6
38;67.0;67.0;67.0;0.6
39;67.0;67.0;67.0;0.6
40;67.0;67.0;67.0;0.6
41;67.0;67.0;67.0;0.6
42;67.0;67.0;67.0;0.6
43;67.0;67.0;67.0;0.6
44;67.0;67.0;67.0;0.6
45;67.0;67.0;67.0;0.6
46;67.0;67.0;67.0;0.6
47;67.0;67.0;67.0;0.6
48;67.0;67.0;67.0;0.6
49;67.0;67.0;67.0;0.6
50;67.0;67.0;67.0;0.6
51;67.0;67.0;67.0;0.6
52;67.0;67.0;67.0;0.6
53;67.0;67.0;67.0;0.6
54;67.0;67.0;67.0;0.6
55;67.0;67.0;67.0;0.6
56;67.0;67.0;67.0;0.6
57;67.0;67.0;67.0;0.6
58;67.0;67.0;67.0;0.6
59;67.0;67.0;67.0;0.6
60;67.0;67.0;67.0;0.6
61;67.0;67.0;67.0;0.6
62;67.0;67.0;67.0;0.6
63;67.0;67.0;67.0;0.6
64;67.0;67.0;67.0;0.6
65;67.0;67.0;67.0;0.6
66;67.0;67.0;67.0;0.6
67;67.0;67.0;67.0;0.6
68;67.0;67.0;67.0;0.6
69;67.0;67.0;67.0;0.6
70;67.0;67.0;67.0;0.6
71;67.0;67.0;67.0;0.6
72;67.0;67.0;67.0;0.6
73;67.0;67.0;67.0;0.6
74;67.0;67.0;67.0;0.6
75;67.0;67.0;67.0;0.6
76;67.0;67.0;67.0;0.6
77;67.0;67.0;67.0;0.6
78;67.0;67.0;67.0;0.6
79;67.0;67.0;67.0;0.6
80;67.0;67.0;67.0;0.6
81;67.0;67.0;67.0;0.6
82;67.0;67.0;67.0;0.6
83;67.0;67.0;67.0;0.6
84;67.0;67.0;67.0;0.6
85;67.0;67.0;67.0;0.6
86;67.0;67.0;67.0;0.6
87;67.0;67.0;67.0;0.6
88;67.0;67.0;67.0;0.6
89;67.0;67.0;67.0;0.6
90;67.0;67.0;67.0;0.6
91;67.0;67.0;67.0;0.6
92;67.0;67.0;67.0;0.6
93;67.0;67.0;67.0;0.6
94;67.0;67.0;67.0;0.6
95;67.0;67.0;67.0;0.6
96;67.0;67.0;67.0;0.6
97;67.0;67.0;67.0;0.6
98;67.0;67.0;67.0;0.6
99;67.0;67.0;67.0;0.6
100;67.0;67.0;67.0;0.6
