pid;best;worst;avg;avgConflicts
0;68.0;91.0;79.44;0
1;68.0;79.0;73.71;0
2;68.0;74.0;70.53;0
3;68.0;73.0;68.29;0
4;68.0;68.0;68.0;0
5;68.0;68.0;68.0;0
6;68.0;68.0;68.0;0
7;68.0;68.0;68.0;0
8;68.0;68.0;68.0;0
9;68.0;68.0;68.0;0
10;68.0;68.0;68.0;0
11;68.0;68.0;68.0;0
12;68.0;68.0;68.0;0
13;68.0;68.0;68.0;0
14;68.0;68.0;68.0;0
15;68.0;68.0;68.0;0
16;68.0;68.0;68.0;0
17;68.0;68.0;68.0;0
18;68.0;68.0;68.0;1
19;68.0;68.0;68.0;1
20;68.0;68.0;68.0;1
21;68.0;68.0;68.0;1
22;68.0;68.0;68.0;1
23;68.0;68.0;68.0;1
24;68.0;68.0;68.0;1
25;68.0;68.0;68.0;1
26;68.0;68.0;68.0;1
27;68.0;68.0;68.0;1
28;68.0;68.0;68.0;1
29;68.0;68.0;68.0;1
30;68.0;68.0;68.0;1
31;68.0;68.0;68.0;1
32;68.0;68.0;68.0;1
33;68.0;68.0;68.0;1
34;68.0;68.0;68.0;1
35;68.0;68.0;68.0;1
36;68.0;68.0;68.0;1
37;68.0;68.0;68.0;1
38;68.0;68.0;68.0;1
39;68.0;68.0;68.0;1
40;68.0;68.0;68.0;1
41;68.0;68.0;68.0;1
42;68.0;68.0;68.0;1
43;68.0;68.0;68.0;1
44;68.0;68.0;68.0;1
45;68.0;68.0;68.0;1
46;68.0;68.0;68.0;1
47;68.0;68.0;68.0;1
48;68.0;68.0;68.0;1
49;68.0;68.0;68.0;1
50;68.0;68.0;68.0;1
51;68.0;68.0;68.0;1
52;68.0;68.0;68.0;1
53;68.0;68.0;68.0;1
54;68.0;68.0;68.0;1
55;68.0;68.0;68.0;1
56;68.0;68.0;68.0;1
57;68.0;68.0;68.0;1
58;68.0;68.0;68.0;1
59;68.0;68.0;68.0;1
60;68.0;68.0;68.0;1
61;68.0;68.0;68.0;1
62;68.0;68.0;68.0;1
63;68.0;68.0;68.0;1
64;68.0;68.0;68.0;2
65;68.0;68.0;68.0;2
66;68.0;68.0;68.0;2
67;68.0;68.0;68.0;2
68;68.0;68.0;68.0;2
69;68.0;68.0;68.0;2
70;68.0;68.0;68.0;2
71;68.0;68.0;68.0;2
72;68.0;68.0;68.0;2
73;68.0;68.0;68.0;2
74;68.0;68.0;68.0;2
75;68.0;68.0;68.0;2
76;68.0;68.0;68.0;2
77;68.0;68.0;68.0;2
78;68.0;68.0;68.0;2
79;68.0;68.0;68.0;2
80;68.0;68.0;68.0;2
81;68.0;68.0;68.0;2
82;68.0;68.0;68.0;2
83;68.0;68.0;68.0;2
84;68.0;68.0;68.0;3
85;68.0;68.0;68.0;3
86;68.0;68.0;68.0;3
87;68.0;68.0;68.0;3
88;68.0;68.0;68.0;2
89;68.0;68.0;68.0;2
90;68.0;68.0;68.0;2
91;68.0;68.0;68.0;2
92;68.0;68.0;68.0;4
93;68.0;68.0;68.0;4
94;68.0;68.0;68.0;5
95;68.0;68.0;68.0;5
96;68.0;68.0;68.0;5
97;68.0;68.0;68.0;5
98;68.0;68.0;68.0;5
99;68.0;68.0;68.0;5
100;68.0;68.0;68.0;5
